dt,Temperature (C),Turbidity (NTU),Dissolved Oxygen(g/ml),PH,Ammonia(g/ml),Nitrate(g/ml)
2021-06-19 00:00:00,24.875,100.0,6.182,8.42911,0.38,191.0
2021-06-19 00:15:00,24.875,100.0,6.939,8.43365,0.38,190.0
2021-06-19 00:30:00,24.8125,100.0,6.1445,8.43365,0.38,189.0
2021-06-19 00:45:00,24.8125,100.0,5.637,8.42911,0.38,189.0
2021-06-19 01:00:00,24.75,100.0,5.933,8.42911,0.38,195.0
2021-06-19 01:15:00,24.75,100.0,5.958,8.42911,0.38,193.0
2021-06-19 01:30:00,24.6875,100.0,6.2585,8.43138,0.38,197.0
2021-06-19 01:45:00,24.6875,100.0,5.303,8.42911,0.38,200.0
2021-06-19 02:00:00,24.6875,100.0,7.801,8.42911,0.38,194.0
2021-06-19 02:15:00,24.6875,100.0,5.341,8.42911,0.38,192.0
2021-06-19 02:30:00,24.625,100.0,5.519,8.43365,0.38,192.0
2021-06-19 02:45:00,24.625,100.0,5.823,8.42911,0.38,192.0
2021-06-19 03:00:00,24.5625,100.0,4.352,8.42911,0.38,192.0
2021-06-19 03:15:00,24.5625,100.0,6.6555,8.42911,0.38,192.0
2021-06-19 03:30:00,24.5625,100.0,5.7635000000000005,8.42911,0.38,192.0
2021-06-19 03:45:00,24.5,100.0,5.0705,8.42911,0.38,192.0
2021-06-19 04:00:00,24.5,100.0,8.887,8.42911,0.38,192.0
2021-06-19 04:15:00,24.5,100.0,4.086,8.42911,0.38,192.0
2021-06-19 04:30:00,24.5,100.0,5.054,8.42911,0.38,194.0
2021-06-19 04:45:00,24.4375,100.0,6.449,8.42911,0.38,193.0
2021-06-19 05:00:00,24.4375,100.0,5.417,8.42911,0.38,192.0
2021-06-19 05:15:00,24.4375,100.0,6.465,8.42911,0.38,193.0
2021-06-19 05:30:00,24.4375,100.0,4.8135,8.42457,0.38,192.0
2021-06-19 05:45:00,24.4375,100.0,4.9399999999999995,8.426839999999999,0.38,194.0
2021-06-19 06:00:00,24.375,100.0,3.934,8.42911,0.38,193.0
2021-06-19 06:15:00,24.375,100.0,2.823,8.42457,0.38,193.0
2021-06-19 06:30:00,24.375,100.0,4.843,8.42457,0.38,194.0
2021-06-19 06:45:00,24.375,100.0,5.122,8.42911,0.38,198.0
2021-06-19 07:00:00,24.375,100.0,4.2465,8.42911,0.38,205.0
2021-06-19 07:15:00,24.375,100.0,3.811,8.42457,0.38,206.0
2021-06-19 07:30:00,24.3125,100.0,4.674,8.42457,0.38,208.0
2021-06-19 07:45:00,24.3125,100.0,7.192,8.42003,0.38,205.0
2021-06-19 08:00:00,24.3125,100.0,4.344,8.41549,0.38,208.0
2021-06-19 08:15:00,24.375,100.0,4.454,8.41095,0.38,208.0
2021-06-19 08:30:00,24.375,100.0,5.633,8.41095,0.38,204.0
2021-06-19 08:45:00,24.375,100.0,4.564,8.41095,0.38,198.0
2021-06-19 09:00:00,24.4375,100.0,5.8565000000000005,8.40641,0.38,199.0
2021-06-19 09:15:00,24.4375,100.0,6.1825,8.40641,0.38,202.0
2021-06-19 09:30:00,24.5,100.0,7.7585,8.40641,0.38,195.0
2021-06-19 09:45:00,24.625,100.0,10.776,8.40187,0.38,200.0
2021-06-19 10:00:00,24.75,100.0,11.402,8.38371,0.38,198.0
2021-06-19 10:15:00,24.875,100.0,11.9845,8.37463,0.38,208.0
2021-06-19 10:30:00,25.0,100.0,12.182,8.36101,0.38,203.0
2021-06-19 10:45:00,25.125,100.0,11.5455,8.358740000000001,0.38,198.0
2021-06-19 11:00:00,25.3125,100.0,12.391,8.35647,0.38,197.0
2021-06-19 11:15:00,25.4375,100.0,12.498999999999999,8.35647,0.38,197.5
2021-06-19 11:30:00,25.5,100.0,12.174,8.36101,0.38,193.0
2021-06-19 11:45:00,25.6875,100.0,13.143,8.36555,0.38,199.0
2021-06-19 12:00:00,25.8125,100.0,13.368,8.36101,0.38,195.5
2021-06-19 12:15:00,25.9375,100.0,12.375,8.36101,0.38,197.0
2021-06-19 12:30:00,26.0625,100.0,11.521,8.36101,0.38,196.0
2021-06-19 12:45:00,26.0625,100.0,11.814,8.37917,0.38,195.0
2021-06-19 13:00:00,26.125,100.0,11.3,8.37917,0.38,201.0
2021-06-19 13:15:00,26.25,100.0,11.5475,8.37917,0.38,202.5
2021-06-19 13:30:00,26.25,100.0,10.958,8.38371,0.38,199.0
2021-06-19 13:45:00,26.1875,100.0,11.133,8.39279,0.38,199.0
2021-06-19 14:00:00,26.25,100.0,11.54,8.38371,593.343395,273.5
2021-06-19 14:15:00,26.25,100.0,11.5745,8.390519999999999,0.38,206.0
2021-06-19 14:30:00,26.3125,100.0,11.1215,8.38371,0.38,240.0
2021-06-19 14:45:00,26.375,100.0,11.955,8.37917,0.38,203.0
2021-06-19 15:00:00,26.375,100.0,11.331,8.39279,0.38,203.0
2021-06-19 15:15:00,26.3125,100.0,10.721499999999999,8.38825,0.38,195.0
2021-06-19 15:30:00,26.3125,100.0,11.627500000000001,8.39733,0.38,201.0
2021-06-19 15:45:00,26.375,100.0,10.794,8.38825,0.38,203.5
2021-06-19 16:00:00,26.4375,100.0,10.828,8.37917,0.38,205.0
2021-06-19 16:15:00,26.4375,100.0,10.074,8.38825,0.38,202.0
2021-06-19 16:30:00,26.4375,100.0,10.3485,8.39279,0.38,211.0
2021-06-19 16:45:00,26.375,100.0,10.12,8.39279,0.38,208.0
2021-06-19 17:00:00,26.375,100.0,10.067,8.39279,0.38,208.0
2021-06-19 17:15:00,26.375,100.0,10.287,8.39279,0.38,208.0
2021-06-19 17:30:00,26.375,100.0,10.2725,8.39733,0.38,213.0
2021-06-19 17:45:00,26.375,100.0,9.663,8.39733,0.38,208.0
2021-06-19 18:00:00,26.3125,100.0,10.942,8.39733,0.38,214.0
2021-06-19 18:15:00,26.3125,100.0,10.584,8.40187,0.38,208.0
2021-06-19 18:30:00,26.3125,100.0,10.992,8.40187,0.38,208.5
2021-06-19 18:45:00,26.3125,100.0,10.7595,8.40187,0.38,207.0
2021-06-19 19:00:00,26.25,100.0,10.455,8.40187,0.38,208.0
2021-06-19 19:15:00,26.25,100.0,9.910499999999999,8.39733,0.38,208.0
2021-06-19 19:30:00,26.25,100.0,9.975,8.40187,0.38,228.0
2021-06-19 19:45:00,26.25,100.0,9.846,8.39733,0.38,230.0
2021-06-19 20:00:00,26.25,100.0,10.211,8.40187,0.38,212.0
2021-06-19 20:15:00,26.1875,100.0,9.499500000000001,8.40187,0.38,208.0
2021-06-19 20:30:00,26.1875,100.0,9.495,8.39733,0.38,214.0
2021-06-19 20:45:00,26.1875,100.0,9.168,8.3996,0.38,210.5
2021-06-19 21:00:00,26.1875,100.0,9.64,8.39733,0.38,208.0
2021-06-19 21:15:00,26.125,100.0,9.351,8.39733,0.38,208.0
2021-06-19 21:30:00,26.125,100.0,9.389,8.39733,0.38,208.0
2021-06-19 21:45:00,26.0625,100.0,9.427,8.39733,0.38,208.0
2021-06-19 22:00:00,26.0625,100.0,9.32,8.39733,0.38,202.0
2021-06-19 22:15:00,26.0625,100.0,9.56,8.40187,0.38,198.0
2021-06-19 22:30:00,26.0625,100.0,11.62,8.40187,0.38,201.0
2021-06-19 22:45:00,26.0625,100.0,8.978,8.39733,0.38,197.0
2021-06-19 23:00:00,26.0,100.0,8.544,8.40187,0.38,194.0
2021-06-19 23:15:00,26.0,100.0,8.932,8.39733,0.38,195.0
2021-06-19 23:30:00,25.9375,100.0,8.346,8.40187,0.38,194.0
2021-06-19 23:45:00,25.9375,100.0,8.742,8.39733,0.38,193.0
2021-06-20 00:00:00,25.9375,100.0,8.782,8.39733,0.38,195.0
2021-06-20 00:15:00,25.875,100.0,9.211,8.40187,0.38,197.0
2021-06-20 00:30:00,25.875,100.0,8.722,8.40187,0.38,195.0
2021-06-20 00:45:00,25.875,100.0,10.116,8.40187,0.38,193.0
2021-06-20 01:00:00,25.8125,100.0,8.085,8.40187,0.38,194.0
2021-06-20 01:15:00,25.8125,100.0,8.69,8.40187,0.38,194.0
2021-06-20 01:30:00,25.8125,100.0,8.442,8.39733,0.38,193.0
2021-06-20 01:45:00,25.75,100.0,8.898,8.40187,0.38,193.0
2021-06-20 02:00:00,25.75,100.0,7.861,8.40414,0.38,193.0
2021-06-20 02:15:00,25.75,100.0,8.546,8.40641,0.38,192.0
2021-06-20 02:30:00,25.75,100.0,7.465,8.40641,0.38,193.0
2021-06-20 02:45:00,25.6875,100.0,6.531000000000001,8.40641,0.38,193.0
2021-06-20 03:00:00,25.6875,100.0,7.569,8.40641,0.38,192.0
2021-06-20 03:15:00,25.6875,100.0,8.554,8.40641,0.38,190.0
2021-06-20 03:30:00,25.625,100.0,7.5969999999999995,8.40641,0.38,190.0
2021-06-20 03:45:00,25.625,100.0,7.380000000000001,8.40641,0.38,190.0
2021-06-20 04:00:00,25.5625,100.0,6.728,8.40641,0.38,189.0
2021-06-20 04:15:00,25.5625,100.0,6.904,8.41095,0.38,186.0
2021-06-20 04:30:00,25.5625,100.0,7.368,8.41549,0.38,185.0
2021-06-20 04:45:00,25.5,100.0,6.9275,8.41095,0.38,185.0
2021-06-20 05:00:00,25.5,100.0,10.476,8.41549,0.38,187.0
2021-06-20 05:15:00,25.5,100.0,7.192,8.41095,0.38,185.0
2021-06-20 05:30:00,25.5,100.0,6.211,8.41095,0.38,185.0
2021-06-20 05:45:00,25.4375,100.0,7.088,8.41549,0.38,184.0
2021-06-20 06:00:00,25.4375,100.0,6.0665,8.41549,0.38,182.5
2021-06-20 06:15:00,25.375,100.0,6.271,8.41549,0.38,180.0
2021-06-20 06:30:00,25.375,100.0,5.678,8.41549,0.38,182.0
2021-06-20 06:45:00,25.3125,100.0,6.138999999999999,8.41549,0.38,185.0
2021-06-20 07:00:00,25.3125,100.0,7.5205,8.41549,0.38,185.0
2021-06-20 07:15:00,25.3125,100.0,6.099,8.41549,0.38,187.0
2021-06-20 07:30:00,25.3125,100.0,6.6754999999999995,8.41095,0.38,191.0
2021-06-20 07:45:00,25.25,100.0,6.095,8.41095,0.38,190.0
2021-06-20 08:00:00,25.25,100.0,5.6145,8.41095,0.38,191.0
2021-06-20 08:15:00,25.25,100.0,6.747999999999999,8.41095,0.38,189.0
2021-06-20 08:30:00,25.25,100.0,4.845,8.40641,0.38,182.0
2021-06-20 08:45:00,25.25,100.0,6.095,8.40641,0.38,183.0
2021-06-20 09:00:00,25.25,100.0,6.784,8.40641,0.38,189.0
2021-06-20 09:15:00,25.25,100.0,7.5125,8.40641,0.38,188.5
2021-06-20 09:30:00,25.3125,100.0,7.497,8.40641,0.38,188.0
2021-06-20 09:45:00,25.3125,100.0,8.986,8.40641,0.38,186.0
2021-06-20 10:00:00,25.3125,100.0,9.187,8.40641,0.38,182.0
2021-06-20 10:15:00,25.375,100.0,10.02,8.40187,0.38,185.0
2021-06-20 10:30:00,25.375,100.0,9.271,8.40187,0.38,182.0
2021-06-20 10:45:00,25.5625,100.0,11.053,8.38371,0.38,186.0
2021-06-20 11:00:00,25.6875,100.0,12.407,8.37463,0.38,181.0
2021-06-20 11:15:00,25.75,100.0,13.312000000000001,8.36101,0.38,187.0
2021-06-20 11:30:00,25.875,100.0,12.555,8.36555,0.38,185.0
2021-06-20 11:45:00,25.8125,100.0,12.375,8.37917,0.38,179.0
2021-06-20 12:00:00,25.875,100.0,13.09,8.37917,0.38,181.0
2021-06-20 12:15:00,26.0625,100.0,13.0205,8.36555,0.38,180.0
2021-06-20 12:30:00,26.0,100.0,11.89,8.37463,0.38,179.0
2021-06-20 12:45:00,26.0625,100.0,12.3965,8.38371,0.38,181.0
2021-06-20 13:00:00,26.125,100.0,11.94,8.37917,0.38,180.0
2021-06-20 13:15:00,26.25,100.0,12.282499999999999,8.37463,0.38,179.0
2021-06-20 13:30:00,26.375,100.0,12.808,8.37463,0.38,182.0
2021-06-20 13:45:00,26.3125,100.0,11.894,8.37917,0.38,179.0
2021-06-20 14:00:00,26.3125,100.0,11.814,8.38371,0.38,184.5
2021-06-20 14:15:00,26.25,100.0,11.483,8.39279,0.38,186.0
2021-06-20 14:30:00,26.375,100.0,12.0505,8.38371,0.38,190.0
2021-06-20 14:45:00,26.4375,100.0,12.1,8.37463,0.38,189.0
2021-06-20 15:00:00,26.5,100.0,12.0765,8.36555,0.38,179.0
2021-06-20 15:15:00,26.5625,100.0,12.256,8.36555,0.38,178.5
2021-06-20 15:30:00,26.625,100.0,11.422,8.36555,0.38,177.0
2021-06-20 15:45:00,26.625,100.0,11.589500000000001,8.36555,0.38,177.0
2021-06-20 16:00:00,26.6875,100.0,11.59,8.36555,0.38,177.0
2021-06-20 16:15:00,26.6875,100.0,11.600999999999999,8.36555,0.38,176.0
2021-06-20 16:30:00,26.65625,100.0,11.7955,8.36555,0.38,176.0
2021-06-20 16:45:00,26.6875,100.0,11.0145,8.37463,0.38,176.0
2021-06-20 17:00:00,26.6875,100.0,10.95,8.37463,0.38,176.0
2021-06-20 17:15:00,26.6875,100.0,10.5085,8.37463,0.38,177.0
2021-06-20 17:30:00,26.6875,100.0,11.11,8.37917,0.38,179.0
2021-06-20 17:45:00,26.5625,100.0,10.501,8.38371,0.38,184.0
2021-06-20 18:00:00,26.5625,100.0,10.2225,8.39279,0.38,186.5
2021-06-20 18:15:00,26.5,100.0,10.173,8.39733,0.38,184.5
2021-06-20 18:30:00,26.5,100.0,10.752,8.39279,0.38,182.0
2021-06-20 18:45:00,26.5,100.0,10.211500000000001,8.39733,0.38,190.0
2021-06-20 19:00:00,26.4375,100.0,11.148,8.39279,0.38,194.0
2021-06-20 19:15:00,26.375,100.0,10.44,8.39279,0.38,200.0
2021-06-20 19:30:00,26.375,100.0,10.059,8.38825,0.38,190.0
2021-06-20 19:45:00,26.375,100.0,10.607,8.38825,0.38,187.0
2021-06-20 20:00:00,26.3125,100.0,10.584,8.39279,0.38,192.0
2021-06-20 20:15:00,26.3125,100.0,10.409,8.39279,0.38,192.0
2021-06-20 20:30:00,26.25,100.0,9.0235,8.390519999999999,0.38,190.0
2021-06-20 20:45:00,26.25,100.0,10.116,8.38371,0.38,191.0
2021-06-20 21:00:00,26.1875,100.0,9.823,8.38825,0.38,181.0
2021-06-20 21:15:00,26.1875,100.0,9.686,8.38825,0.38,182.5
2021-06-20 21:30:00,26.1875,100.0,9.412,8.39279,0.38,176.0
2021-06-20 21:45:00,26.125,100.0,9.735,8.38825,0.38,175.0
2021-06-20 22:00:00,26.125,100.0,9.879999999999999,8.39279,0.38,176.0
2021-06-20 22:15:00,26.0625,100.0,9.381,8.38825,0.38,174.0
2021-06-20 22:30:00,26.0625,100.0,10.1465,8.39279,0.38,173.5
2021-06-20 22:45:00,26.0,100.0,9.787,8.39279,0.38,174.0
2021-06-20 23:00:00,25.9375,100.0,8.69,8.39279,0.38,174.0
2021-06-20 23:15:00,25.9375,100.0,8.946,8.39279,0.38,174.0
2021-06-20 23:30:00,25.9375,100.0,8.658,8.39279,0.38,174.0
2021-06-20 23:45:00,25.875,100.0,8.73,8.39733,0.38,174.0
2021-06-21 00:00:00,25.875,100.0,8.898,8.39733,0.38,174.0
2021-06-21 00:15:00,25.8125,100.0,9.0465,8.39733,0.38,174.0
2021-06-21 00:30:00,25.8125,100.0,9.591000000000001,8.3996,0.38,174.0
2021-06-21 00:45:00,25.8125,100.0,8.394,8.40187,0.38,174.0
2021-06-21 01:00:00,25.75,100.0,8.474,8.40641,0.38,174.0
2021-06-21 01:15:00,25.75,100.0,7.769,8.40641,0.38,175.0
2021-06-21 01:30:00,25.6875,100.0,7.4325,8.40641,0.38,173.0
2021-06-21 01:45:00,25.6875,100.0,7.957,8.40641,0.38,173.0
2021-06-21 02:00:00,25.625,100.0,7.905,8.40641,0.38,171.0
2021-06-21 02:15:00,25.625,100.0,7.497,8.40641,0.38,170.0
2021-06-21 02:30:00,25.625,100.0,8.414,8.40641,0.38,170.0
2021-06-21 02:45:00,25.625,100.0,9.996,8.40641,0.38,170.0
2021-06-21 03:00:00,25.5625,100.0,10.6085,8.40641,0.38,169.0
2021-06-21 03:15:00,25.5625,100.0,6.343,8.40641,0.38,170.0
2021-06-21 03:30:00,25.5,100.0,5.971,8.40641,0.38,171.0
2021-06-21 03:45:00,25.5,100.0,6.523,8.40641,0.38,170.0
2021-06-21 04:00:00,25.5,100.0,9.058,8.40641,0.38,167.0
2021-06-21 04:15:00,25.4375,100.0,7.585,8.40641,0.38,167.0
2021-06-21 04:30:00,25.40625,100.0,8.393999999999998,8.40641,0.38,165.0
2021-06-21 04:45:00,25.375,100.0,6.463,8.40641,0.38,165.5
2021-06-21 05:00:00,25.3125,100.0,6.323,8.40641,0.38,165.0
2021-06-21 05:15:00,25.3125,100.0,6.776,8.40641,0.38,166.0
2021-06-21 05:30:00,25.3125,100.0,6.744,8.40641,0.38,165.0
2021-06-21 05:45:00,25.3125,100.0,6.323499999999999,8.40641,0.38,166.0
2021-06-21 06:00:00,25.25,100.0,6.191,8.40641,0.38,167.0
2021-06-21 06:15:00,25.25,100.0,6.88,8.40641,0.38,167.0
2021-06-21 06:30:00,25.1875,100.0,8.562,8.40641,0.38,170.0
2021-06-21 06:45:00,25.1875,100.0,7.441,8.40641,0.38,170.0
2021-06-21 07:00:00,25.1875,100.0,7.4005,8.40641,0.38,172.0
2021-06-21 07:15:00,25.125,100.0,7.673,8.40641,0.38,174.0
2021-06-21 07:30:00,25.125,100.0,6.195,8.40641,0.38,175.0
2021-06-21 07:45:00,25.0625,100.0,7.408,8.40641,0.38,177.5
2021-06-21 08:00:00,25.0625,100.0,6.772,8.40641,0.38,183.0
2021-06-21 08:15:00,25.0625,100.0,6.351,8.40641,0.38,183.0
2021-06-21 08:30:00,25.0625,100.0,6.234999999999999,8.40641,0.38,180.5
2021-06-21 08:45:00,25.0625,100.0,5.730499999999999,8.40641,0.38,178.0
2021-06-21 09:00:00,25.0625,100.0,6.4115,8.40641,0.38,176.0
2021-06-21 09:15:00,25.0625,100.0,6.175,8.40641,0.38,176.0
2021-06-21 09:30:00,25.0625,100.0,6.904,8.40641,0.38,179.0
2021-06-21 09:45:00,25.0625,100.0,7.276,8.40641,0.38,180.5
2021-06-21 10:00:00,25.0625,100.0,6.287,8.40187,0.38,178.0
2021-06-21 10:15:00,25.125,100.0,5.799,8.40187,0.38,179.0
2021-06-21 10:30:00,25.0625,100.0,5.518,8.40187,0.38,174.0
2021-06-21 10:45:00,25.0625,100.0,6.090999999999999,8.40641,0.38,180.0
2021-06-21 11:00:00,25.0625,100.0,6.4830000000000005,8.40641,0.38,179.0
2021-06-21 11:15:00,25.0,100.0,5.783,8.40641,0.38,158.0
2021-06-21 11:30:00,25.0,100.0,6.255,8.40641,0.38,159.0
2021-06-21 11:45:00,24.9375,100.0,6.9975000000000005,8.40641,0.38,161.0
2021-06-21 12:00:00,24.9375,100.0,6.88,8.40641,0.38,162.0
2021-06-21 12:15:00,24.935096153846153,100.0,6.914288461538462,8.405755288461538,0.38,161.84615384615384
2021-06-21 12:30:00,24.932692307692307,100.0,6.9485769230769225,8.405100576923076,0.38,161.69230769230768
2021-06-21 12:45:00,24.93028846153846,100.0,6.982865384615384,8.404445865384615,0.38,161.53846153846155
2021-06-21 13:00:00,24.927884615384617,100.0,7.017153846153846,8.403791153846154,0.38,161.3846153846154
2021-06-21 13:15:00,24.92548076923077,100.0,7.051442307692308,8.40313644230769,0.38,161.23076923076923
2021-06-21 13:30:00,24.923076923076923,100.0,7.085730769230769,8.40248173076923,0.38,161.07692307692307
2021-06-21 13:45:00,24.920673076923077,100.0,7.1200192307692305,8.401827019230769,0.38,160.92307692307693
2021-06-21 14:00:00,24.91826923076923,100.0,7.154307692307692,8.401172307692306,0.38,160.76923076923077
2021-06-21 14:15:00,24.915865384615383,100.0,7.188596153846154,8.400517596153845,0.38,160.6153846153846
2021-06-21 14:30:00,24.91346153846154,100.0,7.222884615384615,8.399862884615384,0.38,160.46153846153845
2021-06-21 14:45:00,24.911057692307693,100.0,7.257173076923077,8.399208173076923,0.38,160.30769230769232
2021-06-21 15:00:00,24.908653846153847,100.0,7.291461538461538,8.39855346153846,0.38,160.15384615384616
2021-06-21 15:15:00,24.90625,100.0,7.32575,8.39789875,0.38,160.0
2021-06-21 15:30:00,24.903846153846153,100.0,7.360038461538461,8.397244038461539,0.38,159.84615384615384
2021-06-21 15:45:00,24.901442307692307,100.0,7.394326923076923,8.396589326923076,0.38,159.69230769230768
2021-06-21 16:00:00,24.89903846153846,100.0,7.428615384615385,8.395934615384615,0.38,159.53846153846155
2021-06-21 16:15:00,24.896634615384617,100.0,7.462903846153846,8.395279903846154,0.38,159.3846153846154
2021-06-21 16:30:00,24.89423076923077,100.0,7.497192307692307,8.394625192307691,0.38,159.23076923076923
2021-06-21 16:45:00,24.891826923076923,100.0,7.531480769230769,8.39397048076923,0.38,159.07692307692307
2021-06-21 17:00:00,24.889423076923077,100.0,7.565769230769231,8.39331576923077,0.38,158.92307692307693
2021-06-21 17:15:00,24.88701923076923,100.0,7.600057692307692,8.392661057692306,0.38,158.76923076923077
2021-06-21 17:30:00,24.884615384615383,100.0,7.6343461538461534,8.392006346153845,0.38,158.6153846153846
2021-06-21 17:45:00,24.88221153846154,100.0,7.668634615384615,8.391351634615384,0.38,158.46153846153845
2021-06-21 18:00:00,24.879807692307693,100.0,7.702923076923077,8.390696923076922,0.38,158.30769230769232
2021-06-21 18:15:00,24.877403846153847,100.0,7.737211538461539,8.39004221153846,0.38,158.15384615384616
2021-06-21 18:30:00,24.875,100.0,7.7715,8.3893875,0.38,158.0
2021-06-21 18:45:00,24.872596153846153,100.0,7.805788461538461,8.388732788461537,0.38,157.84615384615384
2021-06-21 19:00:00,24.870192307692307,100.0,7.840076923076923,8.388078076923076,0.38,157.69230769230768
2021-06-21 19:15:00,24.86778846153846,100.0,7.874365384615384,8.387423365384615,0.38,157.53846153846155
2021-06-21 19:30:00,24.865384615384617,100.0,7.908653846153846,8.386768653846152,0.38,157.3846153846154
2021-06-21 19:45:00,24.86298076923077,100.0,7.942942307692308,8.386113942307691,0.38,157.23076923076923
2021-06-21 20:00:00,24.860576923076923,100.0,7.977230769230769,8.38545923076923,0.38,157.07692307692307
2021-06-21 20:15:00,24.858173076923077,100.0,8.011519230769231,8.38480451923077,0.38,156.92307692307693
2021-06-21 20:30:00,24.85576923076923,100.0,8.045807692307692,8.384149807692307,0.38,156.76923076923077
2021-06-21 20:45:00,24.853365384615383,100.0,8.080096153846153,8.383495096153846,0.38,156.6153846153846
2021-06-21 21:00:00,24.85096153846154,100.0,8.114384615384616,8.382840384615385,0.38,156.46153846153845
2021-06-21 21:15:00,24.848557692307693,100.0,8.148673076923076,8.382185673076922,0.38,156.30769230769232
2021-06-21 21:30:00,24.846153846153847,100.0,8.182961538461539,8.381530961538461,0.38,156.15384615384616
2021-06-21 21:45:00,24.84375,100.0,8.21725,8.38087625,0.38,156.0
2021-06-21 22:00:00,24.841346153846153,100.0,8.25153846153846,8.380221538461537,0.38,155.84615384615384
2021-06-21 22:15:00,24.838942307692307,100.0,8.285826923076923,8.379566826923076,0.38,155.69230769230768
2021-06-21 22:30:00,24.83653846153846,100.0,8.320115384615384,8.378912115384615,0.38,155.53846153846155
2021-06-21 22:45:00,24.834134615384617,100.0,8.354403846153845,8.378257403846153,0.38,155.3846153846154
2021-06-21 23:00:00,24.83173076923077,100.0,8.388692307692308,8.377602692307692,0.38,155.23076923076923
2021-06-21 23:15:00,24.829326923076923,100.0,8.422980769230769,8.37694798076923,0.38,155.07692307692307
2021-06-21 23:30:00,24.826923076923077,100.0,8.457269230769231,8.376293269230768,0.38,154.92307692307693
2021-06-21 23:45:00,24.82451923076923,100.0,8.491557692307692,8.375638557692307,0.38,154.76923076923077
2021-06-22 00:00:00,24.822115384615383,100.0,8.525846153846153,8.374983846153846,0.38,154.6153846153846
2021-06-22 00:15:00,24.81971153846154,100.0,8.560134615384616,8.374329134615383,0.38,154.46153846153845
2021-06-22 00:30:00,24.817307692307693,100.0,8.594423076923077,8.373674423076922,0.38,154.30769230769232
2021-06-22 00:45:00,24.814903846153847,100.0,8.628711538461538,8.373019711538461,0.38,154.15384615384616
2021-06-22 01:00:00,24.8125,100.0,8.663,8.372364999999999,0.38,154.0
2021-06-22 01:15:00,24.810096153846153,100.0,8.697288461538461,8.371710288461538,0.38,153.84615384615384
2021-06-22 01:30:00,24.807692307692307,100.0,8.731576923076922,8.371055576923077,0.38,153.69230769230768
2021-06-22 01:45:00,24.80528846153846,100.0,8.765865384615385,8.370400865384616,0.38,153.53846153846155
2021-06-22 02:00:00,24.802884615384617,100.0,8.800153846153846,8.369746153846153,0.38,153.3846153846154
2021-06-22 02:15:00,24.80048076923077,100.0,8.834442307692308,8.369091442307692,0.38,153.23076923076923
2021-06-22 02:30:00,24.798076923076923,100.0,8.868730769230769,8.368436730769231,0.38,153.07692307692307
2021-06-22 02:45:00,24.795673076923077,100.0,8.90301923076923,8.367782019230768,0.38,152.92307692307693
2021-06-22 03:00:00,24.79326923076923,100.0,8.937307692307693,8.367127307692307,0.38,152.76923076923077
2021-06-22 03:15:00,24.790865384615383,100.0,8.971596153846153,8.366472596153846,0.38,152.6153846153846
2021-06-22 03:30:00,24.78846153846154,100.0,9.005884615384616,8.365817884615383,0.38,152.46153846153845
2021-06-22 03:45:00,24.786057692307693,100.0,9.040173076923077,8.365163173076922,0.38,152.30769230769232
2021-06-22 04:00:00,24.783653846153847,100.0,9.074461538461538,8.364508461538462,0.38,152.15384615384616
2021-06-22 04:15:00,24.78125,100.0,9.10875,8.363853749999999,0.38,152.0
2021-06-22 04:30:00,24.778846153846153,100.0,9.143038461538461,8.363199038461538,0.38,151.84615384615384
2021-06-22 04:45:00,24.776442307692307,100.0,9.177326923076922,8.362544326923077,0.38,151.69230769230768
2021-06-22 05:00:00,24.77403846153846,100.0,9.211615384615385,8.361889615384614,0.38,151.53846153846155
2021-06-22 05:15:00,24.771634615384617,100.0,9.245903846153846,8.361234903846153,0.38,151.3846153846154
2021-06-22 05:30:00,24.76923076923077,100.0,9.280192307692307,8.360580192307692,0.38,151.23076923076923
2021-06-22 05:45:00,24.766826923076923,100.0,9.31448076923077,8.35992548076923,0.38,151.07692307692307
2021-06-22 06:00:00,24.764423076923077,100.0,9.34876923076923,8.359270769230768,0.38,150.92307692307693
2021-06-22 06:15:00,24.76201923076923,100.0,9.383057692307691,8.358616057692307,0.38,150.76923076923077
2021-06-22 06:30:00,24.759615384615383,100.0,9.417346153846154,8.357961346153846,0.38,150.6153846153846
2021-06-22 06:45:00,24.75721153846154,100.0,9.451634615384615,8.357306634615384,0.38,150.46153846153845
2021-06-22 07:00:00,24.754807692307693,100.0,9.485923076923077,8.356651923076923,0.38,150.30769230769232
2021-06-22 07:15:00,24.752403846153847,100.0,9.520211538461538,8.355997211538462,0.38,150.15384615384616
2021-06-22 07:30:00,24.75,100.0,9.5545,8.355342499999999,0.38,150.0
2021-06-22 07:45:00,24.747596153846153,100.0,9.588788461538462,8.354687788461538,0.38,149.84615384615384
2021-06-22 08:00:00,24.745192307692307,100.0,9.623076923076923,8.354033076923077,0.38,149.69230769230768
2021-06-22 08:15:00,24.74278846153846,100.0,9.657365384615385,8.353378365384614,0.38,149.53846153846155
2021-06-22 08:30:00,24.740384615384617,100.0,9.691653846153846,8.352723653846153,0.38,149.3846153846154
2021-06-22 08:45:00,24.73798076923077,100.0,9.725942307692307,8.352068942307692,0.38,149.23076923076923
2021-06-22 09:00:00,24.735576923076923,100.0,9.76023076923077,8.35141423076923,0.38,149.07692307692307
2021-06-22 09:15:00,24.733173076923077,100.0,9.79451923076923,8.350759519230769,0.38,148.92307692307693
